@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {highlights,background}

@DATA
0.173566,0.031568,3.030769,0.294300,0.249072,1.466245,0.009302,0.349250,-23.846755,1.474792,0.247276,0.140632,-0.201984,0.150829,-0.049920,-0.152657,-0.255581,-0.142997,-0.301416,-0.124011,-0.112321,0.021966,0.006175,0.028763,0.032817,0.027769,0.016583,0.015463,0.003422,0.006166,0.012234,0.016824,0.003559,0.022911,0.095836,0.025951,0.326194,0.090345,0.029976,0.629718,0.005700,0.220055,1.545392,0.517163,0.674821,0.409709,0.421745,0.290565,0.346325,0.329405,0.323736,0.323935,0.344732,0.328860,0.334690,0.029896,0.010235,0.024658,0.042284,0.034489,0.025199,0.016258,0.004487,0.007675,0.014366,0.017751,0.005949,0.012357,background
0.139194,0.040397,3.167363,0.232906,0.213973,1.217481,0.006811,0.239904,-22.185645,1.629632,-0.164107,-0.170792,-0.186877,0.089766,0.148092,-0.026112,-0.103588,0.078521,-0.085463,-0.124422,-0.110301,0.015038,0.010958,0.012230,0.010900,0.012807,0.018026,0.024636,0.004353,0.010287,0.026623,0.021053,0.007009,0.017726,0.044283,0.022170,0.114751,0.045985,0.023357,0.393134,0.002777,0.124736,0.676623,0.340416,0.518084,0.362068,0.349863,0.259728,0.264277,0.212028,0.224872,0.202762,0.188645,0.200042,0.181719,0.015394,0.017442,0.012686,0.011526,0.011591,0.023469,0.019344,0.005594,0.013296,0.023646,0.018209,0.007608,0.007303,background
0.160739,0.030630,3.158054,0.249841,0.218147,1.390842,0.006306,0.276624,-22.330301,1.348235,-0.315737,-0.130517,-0.121825,0.012297,-0.073172,-0.137079,-0.047304,0.122906,-0.084574,-0.141996,-0.172061,0.016711,0.009810,0.012421,0.007472,0.012080,0.017228,0.021675,0.005382,0.017016,0.018337,0.017698,0.011588,0.015629,0.066062,0.014896,0.121810,0.054476,0.023015,0.409018,0.003232,0.123064,0.589303,0.314095,0.469004,0.259938,0.311398,0.231774,0.224305,0.194938,0.175088,0.195118,0.180262,0.180068,0.191864,0.016107,0.015465,0.014561,0.005589,0.012178,0.020073,0.020454,0.005895,0.021344,0.013831,0.018785,0.015761,0.007159,background
0.178544,0.026201,3.208753,0.258472,0.218656,1.718391,0.004345,0.332486,-22.192651,1.072412,-0.422247,-0.142717,-0.001321,0.131471,0.039148,-0.124892,-0.057926,0.006100,-0.106719,-0.118826,-0.160030,0.013310,0.006884,0.010657,0.014758,0.016548,0.013791,0.017377,0.007672,0.011638,0.018306,0.014675,0.008625,0.012332,0.050365,0.012067,0.076922,0.040587,0.016394,0.394769,0.001626,0.097143,0.488598,0.365036,0.247864,0.210341,0.242759,0.204357,0.197300,0.183014,0.166877,0.149841,0.164387,0.181235,0.160926,0.012453,0.008334,0.006460,0.016434,0.014526,0.012928,0.014448,0.009355,0.013616,0.015007,0.010569,0.007405,0.005577,background
0.162842,0.031201,3.119142,0.255015,0.220851,1.460073,0.007170,0.304157,-22.477218,1.391080,-0.129889,-0.142543,-0.224157,0.058085,0.017380,0.023771,-0.012796,0.047971,-0.116636,-0.157272,-0.250561,0.019968,0.007848,0.019383,0.012652,0.008889,0.007669,0.016478,0.003713,0.007129,0.020003,0.026781,0.016290,0.016257,0.072793,0.019740,0.185566,0.070815,0.033795,0.561798,0.003318,0.170376,0.698972,0.413182,0.451278,0.341459,0.330013,0.268344,0.214965,0.220703,0.212356,0.222586,0.210550,0.214763,0.252355,0.017282,0.013212,0.021961,0.016049,0.007430,0.005839,0.013560,0.004035,0.005952,0.017583,0.026301,0.023428,0.008228,background
0.121528,0.034081,3.114371,0.215123,0.206011,1.115576,0.009057,0.200921,-22.551185,1.673289,-0.183950,-0.196368,-0.134089,0.109428,0.030978,0.041223,-0.056621,0.024678,-0.006483,-0.145562,-0.232494,0.027150,0.006836,0.013450,0.010315,0.010766,0.010847,0.022211,0.007740,0.008913,0.023630,0.029788,0.014338,0.018941,0.038028,0.021786,0.182657,0.042067,0.026645,0.415779,0.004458,0.103700,0.726013,0.365046,0.526666,0.378984,0.399111,0.250848,0.257139,0.207664,0.228953,0.205646,0.204977,0.208003,0.241728,0.022736,0.007780,0.011181,0.008252,0.011377,0.013269,0.025879,0.011828,0.012726,0.020933,0.025057,0.019855,0.008891,background
0.145297,0.020614,3.111428,0.243935,0.220347,1.253868,0.008008,0.273037,-23.202185,1.645221,0.055666,-0.253969,-0.221644,0.098220,0.070952,-0.012850,-0.136850,0.034392,-0.040444,-0.165527,-0.158094,0.014619,0.006409,0.015760,0.012195,0.016227,0.017051,0.020764,0.006940,0.010545,0.022600,0.027098,0.009533,0.018148,0.062360,0.013809,0.171906,0.058402,0.028718,0.511801,0.004026,0.157691,0.768272,0.344132,0.507684,0.374916,0.357395,0.266214,0.285414,0.194319,0.226713,0.215018,0.235397,0.235457,0.243648,0.012992,0.006988,0.014153,0.013058,0.015432,0.023690,0.020453,0.014677,0.012334,0.019419,0.024957,0.012817,0.009577,background
0.167693,0.028113,3.126650,0.263746,0.223032,1.453249,0.006322,0.336574,-22.859898,1.509000,0.092780,-0.168507,-0.034485,0.230126,0.105139,-0.002675,-0.133572,-0.058229,-0.201443,-0.282690,-0.256677,0.020251,0.006543,0.026539,0.018590,0.016745,0.008484,0.016812,0.004725,0.005831,0.019644,0.024275,0.007840,0.017773,0.065188,0.019385,0.176883,0.056638,0.026104,0.469905,0.002698,0.143060,0.724183,0.423995,0.412302,0.325645,0.286441,0.269082,0.228239,0.216614,0.236748,0.214152,0.213941,0.198241,0.233244,0.019567,0.008520,0.027060,0.019324,0.014431,0.011942,0.012057,0.005205,0.006800,0.019200,0.021484,0.008753,0.008462,background
0.206100,0.039035,3.127663,0.293721,0.231290,1.746192,0.006607,0.392817,-22.427091,1.250458,-0.315089,-0.006766,0.053943,0.275609,0.030574,-0.019558,-0.105225,-0.110697,-0.260351,-0.165766,-0.082417,0.009812,0.006259,0.025912,0.025344,0.021834,0.009753,0.015177,0.006805,0.005939,0.008919,0.012481,0.003931,0.016203,0.105641,0.026045,0.206670,0.085574,0.033001,0.564676,0.002759,0.204620,0.847284,0.504315,0.414393,0.360221,0.341719,0.271585,0.259319,0.278532,0.246685,0.288947,0.273387,0.271034,0.295669,0.012063,0.007368,0.021706,0.029411,0.025443,0.010759,0.014097,0.011443,0.008141,0.009022,0.012297,0.003344,0.009669,background
0.167932,0.036254,3.181754,0.267675,0.232282,1.508718,0.006724,0.323972,-22.276602,1.517338,-0.145740,0.225637,0.192901,0.360549,0.212910,0.045159,-0.003485,-0.091052,-0.286649,-0.165629,-0.094242,0.012641,0.007845,0.035775,0.022108,0.022307,0.012440,0.025121,0.003579,0.005449,0.008229,0.017831,0.004049,0.018318,0.073351,0.018140,0.112552,0.065231,0.029973,0.488357,0.003158,0.180176,0.613999,0.370290,0.377303,0.266434,0.270333,0.234229,0.219823,0.216650,0.252937,0.269483,0.226228,0.233342,0.272693,0.014339,0.009058,0.027290,0.031294,0.019098,0.015910,0.021513,0.003911,0.006875,0.006573,0.012744,0.003912,0.008393,background
0.167490,0.030721,3.200867,0.263944,0.230551,1.537061,0.006163,0.316986,-22.444963,1.445396,-0.236234,0.091724,0.098508,0.237303,0.144753,-0.014701,-0.096532,-0.145038,-0.325228,-0.244599,-0.110494,0.012742,0.006782,0.037115,0.023543,0.018026,0.016999,0.018389,0.003197,0.006857,0.008675,0.016582,0.006439,0.018042,0.061986,0.017196,0.096494,0.054711,0.026376,0.444371,0.002826,0.163762,0.600098,0.351853,0.384329,0.322714,0.282188,0.250758,0.241296,0.249196,0.238573,0.245510,0.248132,0.257195,0.253596,0.012493,0.008354,0.029841,0.027663,0.017529,0.020486,0.015080,0.003999,0.008356,0.008595,0.013800,0.007312,0.008186,background
0.209083,0.023087,3.061755,0.326656,0.246589,1.591215,0.009755,0.395216,-24.183610,1.374195,0.444229,0.181831,-0.061379,0.216127,-0.086356,0.019715,-0.250683,-0.023268,-0.217889,-0.245411,-0.258932,0.028313,0.005661,0.028766,0.022307,0.016423,0.007299,0.015248,0.003668,0.006342,0.014382,0.019815,0.004160,0.021010,0.130909,0.016329,0.275414,0.116022,0.039434,0.653622,0.005812,0.248137,1.296823,0.563372,0.733644,0.520862,0.439261,0.365162,0.329272,0.278086,0.305658,0.297257,0.297563,0.291839,0.323526,0.038904,0.008247,0.030812,0.033884,0.023177,0.010099,0.018581,0.005047,0.011388,0.019198,0.020744,0.005347,0.013343,background
0.155628,0.029281,3.193745,0.248644,0.230416,1.429636,0.004685,0.269787,-22.255432,1.616478,-0.099659,0.229419,0.153863,0.231562,0.181029,0.108445,0.044977,0.162481,-0.061814,-0.035936,-0.095960,0.015102,0.007307,0.030276,0.008411,0.018709,0.013070,0.032262,0.004298,0.005963,0.017491,0.027117,0.008096,0.016041,0.041236,0.013843,0.078378,0.037103,0.016535,0.353763,0.001774,0.099900,0.531583,0.298427,0.310357,0.231374,0.230769,0.177084,0.230823,0.174785,0.178126,0.160117,0.169090,0.153130,0.160910,0.011151,0.006906,0.018910,0.007919,0.012958,0.010153,0.024086,0.004819,0.006577,0.012283,0.017562,0.007287,0.005233,background
0.149763,0.038714,3.179943,0.248963,0.229570,1.301271,0.006539,0.272397,-22.118713,1.735565,0.111381,0.025191,-0.002254,0.113621,0.141627,0.072506,0.095503,0.103411,0.014114,0.004019,-0.038116,0.013167,0.008229,0.027389,0.010971,0.019792,0.016359,0.027000,0.003443,0.009545,0.019497,0.021537,0.006945,0.016897,0.057222,0.021215,0.123438,0.048840,0.020519,0.435886,0.002455,0.129299,0.614844,0.317168,0.397734,0.336235,0.337278,0.250029,0.203352,0.189229,0.182969,0.228537,0.175278,0.220702,0.213101,0.013352,0.010050,0.020091,0.012455,0.016875,0.018165,0.020412,0.003940,0.012088,0.017233,0.018423,0.009615,0.005982,background
0.149626,0.041840,3.165065,0.248314,0.232918,1.347703,0.005368,0.258976,-21.740232,1.698242,-0.110792,-0.011200,-0.052710,0.084425,0.047085,0.032739,-0.034184,0.026258,-0.104811,-0.112169,-0.099052,0.015839,0.008911,0.022339,0.013074,0.016286,0.021435,0.024579,0.005903,0.010773,0.017132,0.017572,0.009822,0.014453,0.042586,0.022152,0.123761,0.040157,0.018002,0.410438,0.002011,0.123059,0.543771,0.331155,0.422041,0.246927,0.238203,0.232901,0.232149,0.200332,0.186454,0.183870,0.166069,0.161499,0.154859,0.011277,0.009345,0.015907,0.013559,0.011543,0.020690,0.015167,0.008884,0.013296,0.012396,0.013017,0.008489,0.005013,background
0.174417,0.033193,3.163393,0.275400,0.236875,1.487539,0.005188,0.346792,-22.246466,1.568000,0.279933,-0.178626,-0.252632,-0.150240,-0.080739,-0.038455,-0.139547,0.006138,-0.158119,-0.248464,-0.228359,0.025204,0.010574,0.013019,0.011217,0.016486,0.019260,0.017756,0.002411,0.007670,0.022585,0.023926,0.009703,0.016040,0.067354,0.018476,0.124742,0.059918,0.026314,0.512894,0.002143,0.153464,0.529876,0.359701,0.383513,0.257197,0.260243,0.205775,0.179480,0.198815,0.180697,0.155005,0.178242,0.164545,0.200282,0.020368,0.014015,0.010069,0.007992,0.015065,0.017955,0.012228,0.002094,0.007966,0.017927,0.016303,0.011138,0.006459,background
0.162643,0.044541,3.192170,0.255756,0.222422,1.518813,0.005638,0.298671,-21.618120,1.312212,-0.146913,-0.179933,-0.318392,-0.058720,-0.047853,-0.015443,-0.137821,-0.029679,-0.128141,-0.210591,-0.143171,0.015964,0.010314,0.015901,0.012458,0.012271,0.011125,0.014763,0.004823,0.010825,0.021359,0.019860,0.008310,0.012968,0.048314,0.022068,0.111595,0.043261,0.020434,0.404841,0.002257,0.114569,0.516275,0.337546,0.477384,0.298065,0.263784,0.195910,0.206556,0.208622,0.184437,0.185024,0.189205,0.202835,0.188226,0.015773,0.012828,0.014362,0.013031,0.011185,0.009639,0.014154,0.007661,0.010403,0.013205,0.013678,0.007861,0.005265,background
0.172412,0.041462,3.212575,0.263094,0.225311,1.656915,0.005241,0.312454,-21.703916,1.158408,-0.211225,-0.016134,-0.188936,0.064259,0.050165,0.025503,-0.145576,-0.061772,-0.144154,-0.167671,-0.099240,0.012228,0.007172,0.020545,0.016550,0.012023,0.009985,0.016843,0.006146,0.011497,0.021631,0.014034,0.006388,0.013272,0.039770,0.023029,0.086709,0.032039,0.017778,0.392414,0.002408,0.097589,0.510482,0.317289,0.378987,0.263467,0.262530,0.229481,0.222986,0.207806,0.180025,0.203120,0.226370,0.209575,0.197076,0.011299,0.008764,0.016576,0.017987,0.008307,0.008845,0.016926,0.010738,0.015151,0.015465,0.010353,0.007030,0.006950,background
0.144184,0.034049,3.199310,0.247040,0.229497,1.279564,0.005714,0.260596,-22.380403,1.563106,-0.111689,0.040347,0.070107,0.427939,0.376168,0.273037,0.157098,0.100543,0.049397,0.054246,-0.053637,0.012637,0.005975,0.051531,0.012840,0.019861,0.011095,0.030289,0.004275,0.007725,0.011540,0.022687,0.005675,0.019971,0.056570,0.021159,0.085916,0.050944,0.023861,0.416162,0.002846,0.129051,0.639363,0.327430,0.365251,0.342229,0.319413,0.249495,0.226774,0.209268,0.158252,0.184528,0.167203,0.195455,0.169188,0.013611,0.010337,0.028811,0.012245,0.014942,0.015020,0.019891,0.005954,0.009262,0.009551,0.017530,0.008059,0.006526,background
0.151139,0.026945,3.140036,0.250610,0.231118,1.293581,0.006347,0.260122,-22.792588,1.589451,-0.032957,0.047511,0.086831,0.318367,0.336510,0.291683,0.202869,0.123836,0.081245,0.138168,0.005189,0.011039,0.004997,0.044016,0.011713,0.015737,0.008669,0.026490,0.003795,0.009904,0.017123,0.027459,0.005314,0.018263,0.061121,0.016218,0.181388,0.056357,0.024175,0.438728,0.003120,0.146034,0.722774,0.375446,0.404935,0.286025,0.351202,0.297025,0.239460,0.207928,0.167435,0.202693,0.165499,0.176905,0.218924,0.010430,0.005423,0.026936,0.011506,0.011959,0.012234,0.018604,0.006527,0.010938,0.018342,0.021019,0.006896,0.007244,background
0.151061,0.028180,3.181948,0.250870,0.233566,1.377345,0.004554,0.255479,-22.425800,1.568975,-0.125965,0.138271,0.005053,0.261725,0.184219,0.162792,0.086218,0.014016,-0.049463,-0.018303,-0.086655,0.014788,0.005678,0.043262,0.010359,0.019701,0.012409,0.027697,0.003350,0.005432,0.013792,0.031608,0.008073,0.018289,0.037808,0.014403,0.108403,0.027880,0.015006,0.312251,0.001788,0.088181,0.512274,0.314249,0.278628,0.232847,0.264800,0.224990,0.205517,0.189479,0.184233,0.188298,0.176883,0.205596,0.186529,0.011499,0.005639,0.025076,0.007447,0.013598,0.012020,0.017610,0.003930,0.004952,0.011031,0.020089,0.006987,0.006516,background
0.177408,0.036892,3.181583,0.256652,0.212872,1.567490,0.007145,0.311807,-22.554091,1.206660,-0.215827,-0.081805,-0.010461,0.149798,0.180857,0.024789,0.157843,0.238765,0.062679,0.026050,-0.103746,0.014087,0.007814,0.021879,0.007998,0.009089,0.013780,0.016846,0.004215,0.009338,0.015892,0.023208,0.010149,0.016691,0.072857,0.023615,0.162470,0.065360,0.028027,0.530182,0.003924,0.155278,0.748710,0.580967,0.477568,0.335762,0.323398,0.289095,0.253809,0.186273,0.241072,0.237881,0.234865,0.265041,0.204231,0.018052,0.011178,0.023916,0.013513,0.008895,0.021596,0.016113,0.004735,0.012753,0.016260,0.025392,0.015919,0.008559,background
0.172183,0.036761,3.103209,0.279799,0.236675,1.387090,0.010805,0.312538,-23.656743,1.502685,0.043693,0.073320,0.028415,0.046101,0.016560,-0.035006,-0.311175,-0.254779,-0.287693,-0.139024,-0.171824,0.030069,0.009500,0.038757,0.022785,0.020647,0.013872,0.013635,0.004687,0.007314,0.007668,0.014483,0.005067,0.024460,0.111449,0.025089,0.225390,0.096066,0.028651,0.632512,0.007060,0.218735,1.448027,0.662137,0.788393,0.520468,0.372973,0.437139,0.306346,0.320902,0.342090,0.291289,0.309944,0.341823,0.446781,0.039590,0.013769,0.034138,0.031456,0.021933,0.020423,0.015597,0.007351,0.016423,0.012521,0.016277,0.008142,0.012479,background
0.194523,0.035300,3.236970,0.263901,0.207295,1.940188,0.004158,0.334570,-21.799073,0.478137,-0.708801,-0.186517,0.018446,-0.013158,-0.045013,-0.052130,0.059090,0.036998,-0.048051,-0.066183,-0.065177,0.012658,0.006941,0.006689,0.006711,0.009362,0.010126,0.011724,0.005713,0.007910,0.012100,0.017337,0.011017,0.009492,0.035272,0.013426,0.061316,0.032149,0.019187,0.256780,0.001331,0.068356,0.505106,0.372928,0.307659,0.248582,0.248550,0.210878,0.220844,0.168759,0.180566,0.192902,0.139816,0.159023,0.177580,0.011150,0.005293,0.005446,0.005606,0.008990,0.010771,0.010240,0.004797,0.005835,0.010231,0.015830,0.012265,0.005482,background
0.199454,0.045581,3.249879,0.273558,0.206543,1.938467,0.004112,0.358668,-21.716008,0.001209,-1.182959,-0.399235,-0.075121,-0.059978,-0.092156,-0.237849,-0.001406,0.106075,-0.068415,-0.000950,-0.078079,0.007141,0.005762,0.006936,0.006944,0.007891,0.009733,0.008921,0.006425,0.012161,0.017827,0.015364,0.009455,0.009893,0.045425,0.012942,0.045360,0.036120,0.015776,0.318718,0.001505,0.084852,0.450766,0.461852,0.434285,0.218279,0.280836,0.205901,0.225405,0.180498,0.201632,0.172188,0.181869,0.195443,0.188225,0.006058,0.004461,0.007015,0.006090,0.013813,0.013052,0.007803,0.004812,0.009721,0.016411,0.014870,0.010082,0.006216,background
0.220731,0.040618,3.244234,0.290247,0.209023,2.116920,0.003404,0.382355,-22.036429,-0.390188,-1.162472,-0.421742,0.254430,0.056684,-0.009289,-0.275240,0.046954,0.165832,-0.036615,-0.092137,-0.165236,0.011171,0.006098,0.005128,0.005103,0.004245,0.006252,0.008053,0.008203,0.011789,0.012893,0.015190,0.020255,0.009785,0.036218,0.009986,0.052744,0.022819,0.008648,0.239295,0.001129,0.044722,0.419753,0.407541,0.304961,0.194250,0.248965,0.223708,0.167431,0.203919,0.171987,0.192529,0.166662,0.191977,0.198306,0.009283,0.007335,0.003706,0.004005,0.003946,0.005716,0.006035,0.007491,0.009250,0.009453,0.012161,0.018466,0.005257,background
0.192248,0.040793,3.114382,0.264696,0.211315,1.602105,0.007270,0.336153,-22.524745,0.952457,-0.302849,-0.442220,-0.138292,-0.123174,-0.068396,-0.129630,0.031199,0.110769,-0.022272,-0.115785,-0.247634,0.015786,0.006545,0.007332,0.004032,0.007806,0.008332,0.009909,0.004440,0.007162,0.028126,0.029824,0.018095,0.016956,0.084445,0.027855,0.233490,0.064628,0.024096,0.597777,0.003809,0.154279,0.872387,0.589148,0.600454,0.340803,0.417288,0.324614,0.286033,0.220501,0.212129,0.226740,0.206361,0.241174,0.243110,0.016023,0.008188,0.006505,0.003265,0.007946,0.011843,0.012964,0.007091,0.009544,0.030072,0.030388,0.025178,0.010089,background
0.177624,0.033160,3.134023,0.257598,0.208500,1.558964,0.007410,0.311892,-22.944994,0.969799,-0.422976,-0.381499,-0.146626,0.054573,0.070305,-0.177524,-0.108054,0.095264,-0.008379,-0.021081,-0.247170,0.015034,0.006401,0.007488,0.005344,0.008757,0.014822,0.012816,0.006273,0.009440,0.017694,0.030901,0.011981,0.015695,0.087321,0.026837,0.207120,0.070789,0.024946,0.557291,0.004235,0.153752,0.897403,0.506267,0.596105,0.311610,0.382956,0.267484,0.223784,0.208506,0.215539,0.188611,0.176089,0.197523,0.195471,0.016986,0.008329,0.007311,0.005240,0.010365,0.018796,0.010294,0.006456,0.010352,0.015640,0.036172,0.015007,0.009881,background
0.183958,0.046155,3.091852,0.263417,0.214207,1.450345,0.008556,0.306489,-22.347616,1.152508,-0.546130,-0.379931,-0.119375,0.047418,0.108140,-0.145611,-0.166730,0.136668,0.059520,-0.045165,-0.229051,0.014324,0.004653,0.010096,0.006071,0.008667,0.015499,0.012448,0.007653,0.010497,0.023505,0.025591,0.013016,0.016565,0.107436,0.027855,0.207177,0.092072,0.036000,0.665607,0.005346,0.203979,0.845505,0.586641,0.680195,0.295608,0.423902,0.290737,0.267985,0.197988,0.214505,0.216509,0.167645,0.212632,0.263667,0.017688,0.006382,0.015537,0.007237,0.008636,0.025014,0.012959,0.008358,0.012914,0.023580,0.023553,0.018680,0.010086,background
0.163634,0.034081,3.116158,0.257080,0.217401,1.327200,0.007556,0.281518,-22.868096,1.258774,-0.567310,-0.415493,-0.023220,0.120545,0.241372,-0.122559,-0.227772,0.163136,0.017556,-0.071574,-0.153991,0.014196,0.002997,0.009086,0.009059,0.011523,0.012207,0.015331,0.007889,0.019030,0.019165,0.018060,0.011963,0.016231,0.075404,0.021935,0.171866,0.067524,0.027641,0.487360,0.003615,0.146026,0.826256,0.431322,0.487122,0.326248,0.318470,0.302680,0.338662,0.249065,0.218873,0.225420,0.178037,0.202610,0.227592,0.018368,0.003828,0.008492,0.010236,0.012087,0.015559,0.012795,0.007396,0.018471,0.021709,0.021897,0.018510,0.008759,background
0.158885,0.036407,3.094494,0.242260,0.208067,1.299048,0.009211,0.269008,-23.027929,1.432271,-0.496536,-0.328191,-0.161881,0.080865,0.100033,-0.201725,-0.081462,0.085996,0.037862,0.029119,-0.110358,0.009987,0.002964,0.008736,0.006487,0.012061,0.013894,0.015344,0.005714,0.012927,0.027585,0.026990,0.006286,0.015282,0.089078,0.028248,0.222450,0.079475,0.030735,0.602163,0.004790,0.163415,1.143814,0.622141,0.627855,0.389298,0.428382,0.304941,0.306423,0.232042,0.235490,0.217254,0.216204,0.194615,0.222675,0.011968,0.003127,0.008007,0.006353,0.012372,0.014759,0.016609,0.007568,0.016001,0.027497,0.026871,0.006736,0.008282,background
0.181520,0.032184,3.126347,0.259800,0.211266,1.541741,0.008297,0.321828,-23.095272,1.094876,-0.360972,-0.303999,-0.199026,0.004079,-0.070117,-0.169030,0.001531,0.156786,-0.052697,-0.014592,-0.087782,0.009133,0.006288,0.008872,0.009363,0.011162,0.012369,0.015506,0.004602,0.012934,0.021461,0.019231,0.008328,0.013629,0.081578,0.026092,0.197548,0.072478,0.027536,0.596738,0.004809,0.162437,1.050255,0.567154,0.635717,0.358621,0.384360,0.277592,0.281828,0.225756,0.200151,0.228947,0.235803,0.200651,0.202049,0.009711,0.009395,0.009754,0.012899,0.013087,0.017514,0.016920,0.005503,0.013677,0.017452,0.018028,0.010877,0.007390,background
0.192998,0.027036,3.090257,0.274740,0.212374,1.661451,0.006537,0.347550,-23.143629,0.882146,-0.526001,-0.289768,-0.022170,0.016036,-0.064248,-0.277346,0.016614,0.163700,-0.149574,-0.010708,-0.158233,0.010328,0.005357,0.011285,0.010986,0.010685,0.010775,0.013935,0.005157,0.009522,0.015928,0.019067,0.010045,0.012788,0.094753,0.021214,0.220603,0.078827,0.027531,0.515462,0.003215,0.163823,0.928780,0.581617,0.724363,0.398603,0.356865,0.288417,0.302310,0.260770,0.242079,0.262354,0.230930,0.201659,0.227324,0.012212,0.006236,0.013207,0.016633,0.016212,0.014584,0.016491,0.005568,0.009224,0.014145,0.017764,0.012640,0.009101,background
0.186740,0.031174,3.052294,0.303329,0.241311,1.534295,0.010490,0.361871,-23.908363,1.307552,0.034235,0.025262,0.066509,0.054237,-0.075975,-0.106352,-0.292506,-0.271350,-0.346044,-0.182270,-0.104747,0.015136,0.005139,0.036674,0.030321,0.023943,0.019226,0.011930,0.002182,0.005238,0.010095,0.014765,0.005476,0.024362,0.114748,0.023016,0.311697,0.099602,0.031314,0.596682,0.006408,0.217055,1.425941,0.599431,0.793975,0.590484,0.513728,0.372753,0.327847,0.345433,0.373756,0.276868,0.394449,0.357016,0.410465,0.019555,0.007013,0.048021,0.037965,0.033605,0.028846,0.015774,0.002649,0.006751,0.015122,0.017985,0.011899,0.015351,background
0.177661,0.029952,3.145653,0.253869,0.210987,1.665065,0.005608,0.309521,-22.608604,0.896776,-0.571436,-0.135335,-0.005947,0.049822,-0.056146,-0.125360,-0.015130,0.129228,-0.092588,-0.018101,-0.065622,0.006334,0.006291,0.014588,0.009094,0.011699,0.008679,0.018551,0.006138,0.016972,0.018459,0.013312,0.006862,0.011136,0.054981,0.022094,0.151896,0.047442,0.020745,0.432207,0.002571,0.118934,0.760104,0.507055,0.521905,0.307377,0.329144,0.258481,0.229628,0.217025,0.187182,0.187981,0.201848,0.171868,0.168762,0.005956,0.007191,0.014028,0.008389,0.012523,0.008205,0.016081,0.007890,0.014998,0.014813,0.010255,0.006030,0.006056,background
0.173983,0.031252,3.105449,0.249187,0.206988,1.547996,0.007340,0.291217,-22.960355,1.025599,-0.732025,-0.109173,-0.138831,0.045789,0.074471,-0.108990,0.007204,0.078592,-0.062809,-0.026974,-0.066747,0.009514,0.010586,0.013286,0.010417,0.009590,0.013425,0.019434,0.008284,0.012573,0.016686,0.011738,0.007366,0.012923,0.081205,0.026795,0.198738,0.070728,0.031492,0.548543,0.004389,0.158956,1.018113,0.590007,0.573720,0.308798,0.368645,0.286231,0.243653,0.233467,0.181511,0.192273,0.168775,0.187083,0.171010,0.009530,0.014921,0.015943,0.010691,0.010337,0.021356,0.020068,0.010083,0.009917,0.015832,0.009813,0.008249,0.008467,background
